text: Vilis Lamb, Mint and Rosemary Pies 160g 	sent:0	vilis lamb, mint and rosemary pies 160g	[pie|NP][pies|NP][mint|NP][rosemary|NP][lamb|NP]
text:Various EnviroKidz brand cereals recalled due to undeclared wheat and gluten	sent:0	various envirokidz brand cereals recalled due to undeclared wheat and gluten	[recall|VP][brand|NP][wheat|NP][due|ADJP][various|ADJP][recalled|VP][cereal|NP][cereals|NP][gluten|NP]
text:Various Gordon Choice brand frozen, diced chicken products recalled due to Listeria monocytogenes	sent:0	various gordon choice brand frozen, diced chicken products recalled due to listeria monocytogenes	[recall|VP][listeria|NP][brand|NP][listeria monocytogenes|NP][due|ADJP][various|ADJP][products|NP][diced|VP][recalled|VP][chicken|NP][product|NP][gordon|NP][frozen|VP][listeria monocytogenes|NP][choice|NP]
text:Various Healthy Choice Power Bowls brand Scrambles recalled due to rocks	sent:0	various healthy choice power bowls brand scrambles recalled due to rocks	[scramble|NP][recall|VP][power|NP][brand|NP][due|ADJP][various|ADJP][scrambles|NP][rocks|NP][bowl|VP][recalled|VP][healthy|ADJP][rock|NP][bowls|VP][choice|NP]
text:Various McCain brand frozen products recalled due to Salmonella and Listeria	sent:0	various mccain brand frozen products recalled due to salmonella and listeria	[recall|VP][listeria|NP][brand|NP][due|ADJP][various|ADJP][frozen|ADJP][salmonella|NP][products|NP][recalled|VP][mccain|NP][product|NP]
text:Various RAW BEEF Products May Contain E. coli O157:H7 Bacteria	sent:0	various raw beef products may contain e. coli o157:h7 bacteria	[beef products|NP][various|ADJP][beef|NP][products|NP][raw|ADJP][product|NP][contain|VP]
text:Various Ready-to-Eat dry sausages recalled due to Salmonella	sent:0	various ready-to-eat dry sausages recalled due to salmonella	[recall|VP][sausages|NP][due|ADJP][various|ADJP][salmonella|NP][sausage|NP][dry|ADJP][recalled|VP]
text:Various Sobeys in-store prepared salads containing fully cooked sliced chicken breast recalled due to Listeria monocytogenes	sent:0	various sobeys in-store prepared salads containing fully cooked sliced chicken breast recalled due to listeria monocytogenes	[prepare|ADJP][recall|VP][listeria|NP][listeria monocytogenes|NP][slice|ADJP][various|ADJP][due|ADJP][containing|VP][contain|VP][prepared|ADJP][salads|NP][chicken breast|NP][salad|NP][recalled|VP][cook|VP][chicken|NP][breast|NP][sliced|ADJP][listeria monocytogenes|NP][cooked|VP]
text:Various beef products may contain E. coli O157:H7 bacteria	sent:0	various beef products may contain e. coli o157:h7 bacteria	[beef products|NP][various|ADJP][beef|NP][products|NP][contain|VP][product|NP]
text:Various brands of  pâtés, mousses, terrines and  rillettes recalled due to Listeria monocytogenes	sent:0	various brands of  pâtés, mousses, terrines and  rillettes recalled due to listeria monocytogenes	[recall|VP][listeria|NP][brands|NP][listeria monocytogenes|NP][due|ADJP][various|ADJP][pâtés|NP][recalled|VP][brand|NP][listeria monocytogenes|NP]
text:Various brands of Ginger Cookies and Oatmeal Choc Chip Cookies recalled due to pieces of metal - Recalls, advisories and safety alerts – Canada.ca	sent:0	various brands of ginger cookies and oatmeal choc chip cookies recalled due to pieces of metal - recalls, advisories and safety alerts – canada.ca	[recall|VP][brands|NP][metal|NP][due|ADJP][various|ADJP][alert|NP][advisories|NP][advisory|NP][choc|ADJP][ginger|NP][oatmeal|ADJP][piece|NP][alerts|NP][recalled|VP][recall|NP][safety|NP][chip|NP][brand|NP][pieces|NP][recalls|NP]
text:Various brands of Onion Rings and Battered Mushrooms recalled due to undeclared milk	sent:0	various brands of onion rings and battered mushrooms recalled due to undeclared milk	[recall|VP][brands|NP][onion ring|NP][due|ADJP][various|ADJP][milk|NP][mushroom|NP][onion|NP][rings|NP][ring|NP][battered|ADJP][undeclared|ADJP][mushrooms|NP][recalled|VP][onion rings|NP][brand|NP][onion rings|NP][batter|ADJP][onion ring|NP]
text:Various brands of Palm Oil recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca	sent:0	various brands of palm oil recalled due to salmonella - recalls, advisories and safety alerts – canada.ca	[palm oil|NP][recall|VP][brands|NP][due|ADJP][various|ADJP][salmonella|NP][oil palm|NP][advisories|NP][alerts|NP][alert|NP][oil palm|NP][recalled|VP][recall|NP][safety|NP][palm|NP][brand|NP][palm oil|NP][oil|NP][advisory|NP][recalls|NP]
text:Various brands of Pizza Snacks recalled due to pieces of metal	sent:0	various brands of pizza snacks recalled due to pieces of metal	[recall|VP][brands|NP][metal|NP][due|ADJP][various|ADJP][snack|NP][piece|NP][recalled|VP][pizza|NP][brand|NP][snacks|NP][pieces|NP]
text:Various brands of Spring Rolls recalled due to undeclared milk	sent:0	various brands of spring rolls recalled due to undeclared milk	[rolls|NP][recall|VP][brands|NP][spring roll|NP][due|ADJP][various|ADJP][milk|NP][roll|NP][spring rolls|NP][spring rolls|NP][recalled|VP][spring roll|NP][brand|NP][undeclared|ADJP][spring|NP]
text:Various brands of Tortillon recalled due to pieces of metal	sent:0	various brands of tortillon recalled due to pieces of metal	[recall|VP][brands|NP][metal|NP][due|ADJP][various|ADJP][tortillon|NP][piece|NP][recalled|VP][brand|NP][pieces|NP]
text:Various brands of bottled water and soda recalled due to mould and yeast - Recalls, advisories and safety alerts – Canada.ca	sent:0	various brands of bottled water and soda recalled due to mould and yeast - recalls, advisories and safety alerts – canada.ca	[recall|VP][brands|NP][due|ADJP][various|ADJP][yeast|NP][alert|NP][advisories|NP][alerts|NP][soda|NP][mould|NP][bottled|ADJP][water|NP][recall|NP][recalled|VP][safety|NP][brand|NP][advisory|NP][recalls|NP]
text:Various brands of debittered brewer's yeast recalled due to undeclared peanut	sent:0	various brands of debittered brewer's yeast recalled due to undeclared peanut	[recall|VP][brands|NP][due|ADJP][various|ADJP][yeast|NP][peanut|NP][recalled|VP][brewer|NP][debittered|ADJP][brand|NP][undeclared|ADJP]
text:Various brands of flour and  flour products recalled due to E. coli O121	sent:0	various brands of flour and  flour products recalled due to e. coli o121	[recall|VP][brands|NP][due|ADJP][various|ADJP][flour|NP][products|NP][recalled|VP][brand|NP][product|NP]
text:Various brands of flour and flour products recalled due to E. coli O121	sent:0	various brands of flour and flour products recalled due to e. coli o121	[recall|VP][brands|NP][due|ADJP][various|ADJP][flour|NP][products|NP][recalled|VP][brand|NP][product|NP]
text:Various brands of ice cream products recalled due to pieces of plastic and metal - Recalls, advisories and safety alerts – Canada.ca	sent:0	various brands of ice cream products recalled due to pieces of plastic and metal - recalls, advisories and safety alerts – canada.ca	[cream|NP][plastic and metal|NP][metal|NP][plastic|NP][brand|NP][recall|VP][due|ADJP][advisories|NP][alerts|NP][products|NP][recalled|VP][safety|NP][advisory|NP][ice|NP][pieces|NP][brands|NP][various|ADJP][alert|NP][product|NP][recalls|NP][piece|NP][recall|NP]
text:Various brands of juice products recalled due to off odour	sent:0	various brands of juice products recalled due to off odour	[recall|VP][brands|NP][due|ADJP][various|ADJP][odour|VP][products|NP][recalled|VP][brand|NP][product|NP][juice|NP]
text:Various breaded chicken products recalled by Maple Leaf Foods due to a toxin produced by Staphylococcus bacteria	sent:0	various breaded chicken products recalled by maple leaf foods due to a toxin produced by staphylococcus bacteria	[recall|VP][breaded|ADJP][due|ADJP][various|ADJP][leaf|NP][produced|VP][bread|ADJP][maple|ADJP][products|NP][recalled|VP][chicken|NP][toxin|NP][product|NP][foods|NP][produce|VP]
text:Various cheeses recalled by Agropur Cooperative due to extraneous material (metal)	sent:0	various cheeses recalled by agropur cooperative due to extraneous material (metal)	[recall|VP][metal|NP][due|ADJP][various|ADJP][material|NP][cooperative|ADJP][cheese|NP][cheeses|NP][recalled|VP][extraneous|ADJP]
text:Various cooked diced chicken meat products recalled due to Listeria monocytogenes	sent:0	various cooked diced chicken meat products recalled due to listeria monocytogenes	[recall|VP][listeria|NP][listeria monocytogenes|NP][due|ADJP][various|ADJP][meat|NP][products|NP][diced|VP][recalled|VP][chicken|NP][product|NP][listeria monocytogenes|NP]
text:Various fresh-cut vegetable products recalled due to Listeria monocytogenes	sent:0	various fresh-cut vegetable products recalled due to listeria monocytogenes	[recall|VP][listeria|NP][listeria monocytogenes|NP][due|ADJP][various|ADJP][vegetable|NP][products|NP][recalled|VP][product|NP][listeria monocytogenes|NP]
text:Various frozen mangoes recalled due to Hepatitis A	sent:0	various frozen mangoes recalled due to hepatitis a	[due|ADJP][various|ADJP][frozen|ADJP][mangoes|NP][recalled|VP][recall|VP]
text:Various milk may contain extraneous material	sent:0	various milk may contain extraneous material	[material|NP][various|ADJP][milk|NP][contain|VP][extraneous|ADJP]
text:Various poppy seeds recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca	sent:0	various poppy seeds recalled due to salmonella - recalls, advisories and safety alerts – canada.ca	[seeds|NP][seed|NP][recall|VP][poppy seeds|NP][due|ADJP][various|ADJP][poppy seed|NP][salmonella|NP][alert|NP][advisories|NP][alerts|NP][poppy|NP][recalled|VP][recall|NP][safety|NP][advisory|NP][recalls|NP]
text:Various products containing sprouted chia seeds recalled due to Salmonella	sent:0	various products containing sprouted chia seeds recalled due to salmonella	[seeds|NP][seed|NP][recall|VP][sprouted|ADJP][various|ADJP][due|ADJP][salmonella|NP][containing|VP][contain|VP][products|NP][chia|NP][recalled|VP][sprout|ADJP][product|NP]
text:Various raw beef and raw veal products recalled due to E. coli O157:H7	sent:0	various raw beef and raw veal products recalled due to e. coli o157:h7	[recall|VP][due|ADJP][various|ADJP][beef|NP][products|NP][recalled|VP][veal|NP][raw|ADJP][product|NP]
text:Vastrade Pty Ltd—Sesame Sauce	sent:0	vastrade pty ltd—sesame sauce	[pty|NP][sesame sauce|NP][ltd|NP][sauce|NP][sesame|ADJP][pty ltd|NP]
text:Vegan Perfection — Bonvita Rice Milk White Bar	sent:0	vegan perfection — bonvita rice milk white bar	[white|ADJP][vegan|NP][milk|NP][perfection|NP][bar|NP][rice|NP][white bar|NP]
text:Vegemil brand Blackbean Fortified Soy Beverage recalled due to undeclared milk	sent:0	vegemil brand blackbean fortified soy beverage recalled due to undeclared milk	[recall|VP][brand|NP][due|ADJP][soy|NP][milk|NP][undeclared|ADJP][recalled|VP][fortified|VP][beverage|NP]
text:Veggie Foodle brand Green Zucchini Whole Vegetable Noodles recalled due to Listeria monocytogenes	sent:0	veggie foodle brand green zucchini whole vegetable noodles recalled due to listeria monocytogenes	[recall|VP][listeria|NP][brand|NP][listeria monocytogenes|NP][due|ADJP][veggie|VP][vegetable|NP][zucchini|NP][whole|ADJP][noodle|NP][recalled|VP][noodles|NP][green|NP][listeria monocytogenes|NP]
text:Veggie Foodle brand Whole Vegetable Noodles recalled due to Listeria monocytogenes	sent:0	veggie foodle brand whole vegetable noodles recalled due to listeria monocytogenes	[recall|VP][listeria|NP][brand|NP][listeria monocytogenes|NP][due|ADJP][vegetable|NP][whole|ADJP][noodle|NP][recalled|VP][veggie|ADJP][noodles|NP][listeria monocytogenes|NP]
text:Veggie Noodle Co. Recalls Butternut Spirals Due to Possible Health Risk	sent:0	veggie noodle co. recalls butternut spirals due to possible health risk	[recall|VP][due|ADJP][butternut|NP][possible|ADJP][noodle|NP][risk|NP][spirals|NP][veggie|ADJP][health|NP][spiral|NP][recalls|VP]
text:Veggie Noodle Co. Recalls Cece’s Brand Product Because of Possible Health Risk	sent:0	veggie noodle co. recalls cece’s brand product because of possible health risk	[product|NP][brand|NP][recall|VP][possible|ADJP][noodle|NP][risk|NP][veggie|ADJP][health|NP][recalls|VP]
text:Velvet Ice Cream Recalls Various Products Due to Possible Listeria Risk	sent:0	velvet ice cream recalls various products due to possible listeria risk	[cream|NP][listeria|NP][recall|VP][due|ADJP][various|ADJP][possible|ADJP][risk|NP][products|NP][product|NP][velvet|NP][ice|NP][recalls|VP]
text:Velvet Ice Cream Voluntarily Recalls Raspberry Fudge Cordial Ice Cream Due to Undeclared Peanuts	sent:0	velvet ice cream voluntarily recalls raspberry fudge cordial ice cream due to undeclared peanuts	[cream|NP][recalls|VP][recall|VP][due|ADJP][cordial|ADJP][peanut|NP][fudge|VP][ice cream|NP][velvet|NP][undeclared|ADJP][ice|NP][peanuts|NP]
text:Venda Ravioli, Inc. Recalls Meat and Poultry Pasta Products Produced without Benefit of Inspection	sent:0	venda ravioli, inc. recalls meat and poultry pasta products produced without benefit of inspection	[recall|VP][benefit|NP][poultry|NP][inspection|NP][meat|NP][produced|VP][ravioli|NP][products|NP][pasta|NP][product|NP][venda|NP][produce|VP][recalls|VP]
text:Vending Nut Co. recalls Sunflower Kernel Products Because Of Possible Health Risks	sent:0	vending nut co. recalls sunflower kernel products because of possible health risks	[recalls|VP][recall|VP][risks|NP][possible|ADJP][sunflower|NP][risk|NP][kernel|NP][products|NP][product|NP][health|NP][nut|NP][vending|VP]
text:Vermont Livestock Slaughter And Processing LLC, Recalls Ground Beef Due To Possible E. Coli O157:H7 Contamination	sent:0	vermont livestock slaughter and processing llc, recalls ground beef due to possible e. coli o157:h7 contamination	[vermont|ADJP][recall|VP][due|ADJP][llc|NP][slaughter|NP][possible|ADJP][beef|NP][processing|VP][livestock|NP][contamination|NP][slaughter livestock|NP][recalls|VP]
text:Vermont Packinghouse, LLC Recalls Raw Intact Bone-In Beef Products due to Possible Specified Risk Materials Contamination	sent:0	vermont packinghouse, llc recalls raw intact bone-in beef products due to possible specified risk materials contamination	[vermont|ADJP][beef products|NP][due|ADJP][recall|VP][possible|ADJP][beef|NP][product|NP][packinghouse|ADJP][recalls|VP][specify|ADJP][risk|NP][contamination|NP][products|NP][material|NP][specified|ADJP][raw|ADJP][intact|ADJP][materials|NP]
text:Vern’s and Sons Food Service Recalls Beef and Chicken Products Produced Without Benefit of Inspection	sent:0	vern’s and sons food service recalls beef and chicken products produced without benefit of inspection	[recalls|VP][vern|NP][recall|VP][produced|VP][benefit|NP][beef|NP][service|NP][inspection|NP][son|NP][products|NP][sons|NP][chicken|NP][product|NP][food|NP][produce|VP]
text:Versa Marketing, Inc. Recalls Fusia Szechuan Stir Fry Because of Possible Health Risk	sent:0	versa marketing, inc. recalls fusia szechuan stir fry because of possible health risk	[recall|VP][fry|NP][possible|ADJP][risk|NP][szechuan|NP][stir fry|VP][stir|VP][health|NP][recalls|VP]
text:Vestey Foods recalls Chick Inn 32 Jumbo Chicken Nuggets because of the presence of Salmonella	sent:0	vestey foods recalls chick inn 32 jumbo chicken nuggets because of the presence of salmonella	[nuggets|NP][recall|VP][salmonella|NP][chick|NP][inn|VP][chicken nuggets|NP][chicken|NP][foods|NP][presence|NP][jumbo|ADJP][recalls|VP]
text:Viandes Intercité brand ground meat products recalled due to pieces of metal	sent:0	viandes intercité brand ground meat products recalled due to pieces of metal	[recall|VP][brand|NP][metal|NP][due|ADJP][meat|NP][piece|NP][products|NP][recalled|VP][product|NP][pieces|NP]
text:Viandes Lauzon and Triple A brands ground beef recalled due to E. coli O157:H7	sent:0	viandes lauzon and triple a brands ground beef recalled due to e. coli o157:h7	[recall|VP][brands|NP][due|ADJP][triple|ADJP][beef|NP][recalled|VP][brand|NP][lauzon|ADJP]
text:Viandes Lauzon brand ground beef recalled due to E. coli O157:H7	sent:0	viandes lauzon brand ground beef recalled due to e. coli o157:h7	[brand|NP][due|ADJP][recall|VP][beef|NP][lauzon|ADJP][recalled|VP]
text:Vic's Meat Bone-in Ham Half Leg	sent:0	vic's meat bone-in ham half leg	[meat|NP][ham|NP][vic|NP][leg|NP]
text:Vicentina Fine Foods Gourmet brand Meat Lasagna recalled due to undeclared cashew - Recalls, advisories and safety alerts – Canada.ca	sent:0	vicentina fine foods gourmet brand meat lasagna recalled due to undeclared cashew - recalls, advisories and safety alerts – canada.ca	[recall|VP][brand|NP][due|ADJP][alert|NP][advisories|NP][meat|NP][cashew|NP][alerts|NP][gourmet|NP][lasagna|NP][recalled|VP][recall|NP][fine|ADJP][safety|NP][foods|NP][undeclared|ADJP][advisory|NP][recalls|NP]
text:Victory Kitchens Ltd. Recalls Products Containing Chicken From An Ineligible Country	sent:0	victory kitchens ltd. recalls products containing chicken from an ineligible country	[recall|VP][chicken|NP][kitchens|NP][containing|VP][contain|VP][victory|NP][products|NP][product|NP][ineligible|ADJP][country|NP][recalls|VP]
text:Vienna Beef Ltd. Recalls Beef Products due to Possible Foreign Matter Contamination	sent:0	vienna beef ltd. recalls beef products due to possible foreign matter contamination	[recall|VP][foreign|ADJP][due|ADJP][beef products|NP][possible|ADJP][beef|NP][vienna|NP][products|NP][contamination|NP][product|NP][beef products|NP][recalls|VP]
